respondent,mainbranch,age,country,edlevel,employment,yearscodepro,languageworkedwith,databaseworkedwith,platformworkedwith
13979,I am a developer by profession,34.0,Russian Federation,Some college/university study without earning a degree,Employed full-time,10,Bash/Shell/PowerShell;C#;Java;Kotlin;Python;Scala;SQL,MongoDB;Oracle;PostgreSQL,Linux
13980,I am a developer by profession,19.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,2,Bash/Shell/PowerShell;C;C++;Go;JavaScript;Python,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi;Slack
13982,I am a developer by profession,20.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,HTML/CSS;Java;JavaScript;PHP;SQL,MySQL;PostgreSQL;SQLite,Android;Windows;WordPress
13990,I am a developer by profession,22.0,Brazil,,Employed full-time,22,HTML/CSS;Java;PHP;Python;SQL,MariaDB;MongoDB;MySQL;PostgreSQL,Linux;WordPress
13991,I am a developer by profession,53.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,31,Bash/Shell/PowerShell;HTML/CSS;SQL,Microsoft SQL Server;MySQL,Windows
13996,I am a developer by profession,36.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Windows
13998,I am a developer by profession,25.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,Bash/Shell/PowerShell;Python,DynamoDB;Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Redis;SQLite,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi
13999,I am a developer by profession,21.0,Brazil,Associate degree,Employed full-time,5,C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript;WebAssembly,MariaDB;MongoDB;MySQL;SQLite,Docker;Heroku;Linux;Windows
14002,I am a developer by profession,42.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,23,Bash/Shell/PowerShell;C#;Java;WebAssembly,,Google Cloud Platform
14004,I am a developer by profession,,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Java,MySQL,Windows
14005,I am a developer by profession,42.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,15,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,PostgreSQL,AWS;Docker;Kubernetes;Linux;Slack;Windows
14009,I am a developer by profession,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,Oracle,Linux;Windows
14013,I am a developer by profession,21.0,Georgia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,3,Java;Objective-C;PHP;Swift;Other(s):,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Arduino;iOS;Linux;Raspberry Pi
14014,I am a developer by profession,27.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,4,HTML/CSS;Java;JavaScript;PHP;Python,Elasticsearch;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;Redis,Android;AWS;Heroku;iOS;Linux;MacOS;Windows;WordPress
14019,I am a developer by profession,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL;VBA,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Heroku;Linux;MacOS;Raspberry Pi;Windows
14020,I am a developer by profession,28.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;Python,Oracle,Arduino;Linux;Windows
14021,"I am not primarily a developer, but I write code sometimes as part of my work",39.0,Italy,Some college/university study without earning a degree,Employed full-time,8,HTML/CSS;PHP;Python,MariaDB;MySQL,Linux;WordPress
14025,I am a developer by profession,35.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,Bash/Shell/PowerShell;C#;Java;SQL,Microsoft SQL Server;PostgreSQL,Windows
14026,I am a developer by profession,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,Linux
14027,I am a developer by profession,28.0,United States,Some college/university study without earning a degree,Employed full-time,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,DynamoDB,AWS
14029,I am a developer by profession,35.0,Bosnia and Herzegovina,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL,AWS;Microsoft Azure;Windows
14030,I am a developer by profession,24.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;JavaScript,MySQL,Linux;MacOS
14033,I am a developer by profession,26.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,HTML/CSS;JavaScript;PHP;TypeScript,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Android;iOS
14034,I am a developer by profession,35.0,United States,Some college/university study without earning a degree,Employed full-time,9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Couchbase;Elasticsearch;PostgreSQL;Redis,AWS;Docker;Kubernetes;Linux;MacOS
14035,"I am not primarily a developer, but I write code sometimes as part of my work",42.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,10,Assembly;Bash/Shell/PowerShell;Java;PHP;Python;R;Scala;SQL,Elasticsearch;MongoDB,AWS;Docker
14036,"I am not primarily a developer, but I write code sometimes as part of my work",52.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,30,Bash/Shell/PowerShell;JavaScript;PHP;SQL;VBA,Oracle,Linux;Raspberry Pi
14037,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;C++;JavaScript;Ruby;Other(s):,SQLite,Linux;MacOS;Slack
14038,I am a developer by profession,31.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,Bash/Shell/PowerShell;Go;Scala;SQL,Microsoft SQL Server;Other(s):,Docker;Linux;Microsoft Azure
14039,I am a developer by profession,23.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,C#;HTML/CSS;JavaScript;SQL,MariaDB;Microsoft SQL Server;MySQL,Windows;WordPress
14041,I am a developer by profession,34.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,11,Bash/Shell/PowerShell;C;Java;Rust,PostgreSQL,Linux;Windows
14043,"I am not primarily a developer, but I write code sometimes as part of my work",21.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C;C++;Java;Python;R;SQL;Other(s):,Microsoft SQL Server;MySQL,Linux;Microsoft Azure;Raspberry Pi
14044,I am a developer by profession,34.0,United Kingdom,Some college/university study without earning a degree,Employed full-time,16,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;MongoDB;PostgreSQL,AWS;Docker;Heroku;Kubernetes;Linux;Slack
14046,I am a developer by profession,22.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Python;R;SQL,Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Slack;Windows;WordPress
14048,I am a developer by profession,34.0,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,Bash/Shell/PowerShell;Java;JavaScript;Python,Oracle;PostgreSQL;Other(s):,AWS;Docker;Google Cloud Platform;Raspberry Pi;Slack;Windows
14049,I am a developer by profession,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C++;Java;JavaScript;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,Linux;Windows
14050,I am a developer by profession,34.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Assembly;Bash/Shell/PowerShell;Go;HTML/CSS;PHP;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;Redis,Google Cloud Platform;Linux;MacOS;Slack;Windows
14052,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;F#;HTML/CSS;TypeScript,Microsoft SQL Server,Microsoft Azure;Windows
14054,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;Other(s):,PostgreSQL;Redis,AWS;Docker;Heroku;Linux
14055,I am a developer by profession,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,Bash/Shell/PowerShell;Clojure;Java;JavaScript,DynamoDB;Elasticsearch;PostgreSQL;Other(s):,AWS;Docker;Linux;MacOS;Raspberry Pi;Slack
14056,I am a developer by profession,32.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,Java,MySQL;Other(s):,AWS;Linux;MacOS
14058,I am a developer by profession,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,12,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL,MongoDB;Oracle;PostgreSQL;SQLite,Android;Docker
14060,I am a developer by profession,21.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,Less than 1 year,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL;SQLite,Arduino;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows
14061,"I am not primarily a developer, but I write code sometimes as part of my work",63.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,40,Bash/Shell/PowerShell;C#,,Microsoft Azure;Raspberry Pi;Windows
14065,I am a developer by profession,42.0,Canada,Some college/university study without earning a degree,Employed full-time,27,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,PostgreSQL,Docker;Linux;Slack
14066,I am a developer by profession,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;JavaScript;TypeScript,Firebase;MongoDB,
14067,"I am not primarily a developer, but I write code sometimes as part of my work",29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Arduino;AWS;Linux;Raspberry Pi;Slack;WordPress
14069,I am a developer by profession,30.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,JavaScript;Python,Other(s):,Google Cloud Platform;Windows
14071,I am a developer by profession,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,Bash/Shell/PowerShell;C#;Java;JavaScript,DynamoDB;Microsoft SQL Server;MySQL,Docker;Kubernetes;Windows
14072,I am a developer by profession,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,HTML/CSS;JavaScript,DynamoDB;MySQL;PostgreSQL,AWS;Docker;MacOS;Slack;Windows
14073,I am a developer by profession,25.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,2,Bash/Shell/PowerShell;Go;JavaScript;TypeScript,Elasticsearch;MongoDB,Docker;Google Cloud Platform;Kubernetes
14077,I am a developer by profession,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;C;C#;Clojure;F#;HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;PostgreSQL;Redis,Android;Arduino;Docker;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows
14078,I am a developer by profession,47.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,24,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Other(s):,DynamoDB;Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;MacOS;Microsoft Azure;Slack;Windows;WordPress
14081,I am a developer by profession,42.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,22,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;Oracle,Windows
14085,I am a developer by profession,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Docker;Linux;Other(s):
14089,I am a developer by profession,25.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,C++;C#;HTML/CSS;JavaScript;Python;Scala;TypeScript,Elasticsearch;Firebase;MongoDB;MySQL;Redis,AWS;Docker;Linux;Slack;Windows
14093,"I am not primarily a developer, but I write code sometimes as part of my work",46.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,Bash/Shell/PowerShell;C;C++;HTML/CSS;VBA,MySQL,Linux;Windows;WordPress
14094,I am a developer by profession,22.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MySQL,AWS;Docker;Linux
14095,I am a developer by profession,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,10,C++;Python,MySQL,AWS;Docker;Linux
14103,I am a developer by profession,28.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;MySQL;Other(s):,Microsoft Azure
14109,I am a developer by profession,34.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;Other(s):,Microsoft Azure;Windows
14110,"I am not primarily a developer, but I write code sometimes as part of my work",28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,C++;C#;Python;VBA,,Windows
14112,I am a developer by profession,30.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,Less than 1 year,Elixir;HTML/CSS;Java;JavaScript;Ruby;SQL,PostgreSQL,Docker;Heroku
14116,I am a developer by profession,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;SQLite;Other(s):,Android;Docker;MacOS;Microsoft Azure;Slack
14117,I am a developer by profession,44.0,Canada,Some college/university study without earning a degree,Employed full-time,12,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL;TypeScript,DynamoDB;Elasticsearch;PostgreSQL,AWS;Linux
14119,I am a developer by profession,47.0,United States,Some college/university study without earning a degree,Employed full-time,27,Assembly;Bash/Shell/PowerShell;C;C++;Java;Objective-C;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Linux;Other(s):
14120,I am a developer by profession,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,18,Bash/Shell/PowerShell;C#;JavaScript;SQL;TypeScript,Microsoft SQL Server;Other(s):,Android;Arduino;Docker;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows
14121,I am a developer by profession,19.0,Armenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,3,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;MySQL;Redis,Arduino;Linux;Microsoft Azure;Raspberry Pi;Slack;WordPress
14126,I am a developer by profession,27.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Java;JavaScript;Python;Scala;SQL,MySQL;Redis,AWS;Docker
14127,I am a developer by profession,22.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,1,C#;HTML/CSS;JavaScript,MongoDB;PostgreSQL,Android;iOS
14128,I am a developer by profession,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Windows
14130,I am a developer by profession,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;Java;JavaScript;SQL;TypeScript,Firebase;MongoDB;MySQL;Oracle,Heroku
14131,I am a developer by profession,27.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Docker;Kubernetes;Linux;Slack;Windows;WordPress
14132,I am a developer by profession,35.0,Luxembourg,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;C#;Other(s):,Other(s):,Windows
14137,I am a developer by profession,46.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,27,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite;Other(s):,Android;AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows
14141,"I am not primarily a developer, but I write code sometimes as part of my work",37.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,Bash/Shell/PowerShell;HTML/CSS;Python;R;Other(s):,Cassandra,Docker;iOS;Linux;Windows
14144,I am a developer by profession,27.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,C;Java;JavaScript;PHP;Python;Scala;SQL,Cassandra;Elasticsearch;MariaDB;MySQL;Oracle;Redis;SQLite,Android;Arduino;AWS;Docker;Heroku;Linux;Raspberry Pi
14145,I am a developer by profession,47.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,Less than 1 year,HTML/CSS;JavaScript;Swift;TypeScript,Firebase,MacOS
14146,I am a developer by profession,28.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Elasticsearch;Microsoft SQL Server;MySQL;Redis,Google Cloud Platform;iOS;MacOS;Microsoft Azure;Windows
14147,I am a developer by profession,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,C#;JavaScript;SQL,Microsoft SQL Server,Windows
14148,I am a developer by profession,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,HTML/CSS;JavaScript,,
14149,I am a developer by profession,29.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,Python;SQL,Elasticsearch;Firebase;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Slack
14150,I am a developer by profession,58.0,United States,Some college/university study without earning a degree,Employed full-time,39,C#;HTML/CSS;Java;JavaScript;SQL;VBA,Microsoft SQL Server;MySQL;SQLite,Android;Linux;Windows
14152,"I am not primarily a developer, but I write code sometimes as part of my work",29.0,Denmark,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,2,Python,PostgreSQL;Redis;SQLite,Linux;Windows
14155,I am a developer by profession,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;C;C++;C#;Java;JavaScript;SQL,Microsoft SQL Server;Oracle,Microsoft Azure;Other(s):
14157,I am a developer by profession,21.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,1,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL,Android;Windows
